Round,Result,Running_Money,Debug
1790,Loss,899,"Result: Loss, Money: $899"
1791,Loss,898,"Result: Loss, Money: $898"
1792,Win,900,"Result: Win, Money: $900"
1793,Win,901,"Result: Win, Money: $901"
1794,Win,903,"Result: Win, Money: $903"
1795,Win,904,"Result: Win, Money: $904"
1796,Win,905,"Result: Win, Money: $905"
1797,Loss,904,"Result: Loss, Money: $904"
1798,Loss,903,"Result: Loss, Money: $903"
1799,Loss,902,"Result: Loss, Money: $902"
1800,Win,903,"Result: Win, Money: $903"
1801,Win,904,"Result: Win, Money: $904"
1802,Loss,903,"Result: Loss, Money: $903"
1803,Push,903,"Result: Push, Money: $903"
1804,Push,903,"Result: Push, Money: $903"
1805,Loss,902,"Result: Loss, Money: $902"
1806,Win,903,"Result: Win, Money: $903"
1807,Loss,902,"Result: Loss, Money: $902"
1808,Win,903,"Result: Win, Money: $903"
1809,Loss,902,"Result: Loss, Money: $902"
1810,Win,904,"Result: Win, Money: $904"
1811,Loss,902,"Result: Loss, Money: $902"
1812,Win,904,"Result: Win, Money: $904"
1813,Loss,903,"Result: Loss, Money: $903"
1814,Loss,902,"Result: Loss, Money: $902"
1815,Loss,901,"Result: Loss, Money: $901"
1816,Win,902,"Result: Win, Money: $902"
1817,Loss,901,"Result: Loss, Money: $901"
1818,Win,902,"Result: Win, Money: $902"
1819,Win,903,"Result: Win, Money: $903"
1820,Loss,902,"Result: Loss, Money: $902"
1821,Loss,901,"Result: Loss, Money: $901"
1822,Loss,900,"Result: Loss, Money: $900"
1823,Win,901,"Result: Win, Money: $901"
1824,Win,902,"Result: Win, Money: $902"
1825,Loss,901,"Result: Loss, Money: $901"
1826,Loss,900,"Result: Loss, Money: $900"
1827,Win,901,"Result: Win, Money: $901"
1828,Loss,900,"Result: Loss, Money: $900"
1829,Win,901,"Result: Win, Money: $901"
1830,Loss,900,"Result: Loss, Money: $900"
1831,Loss,899,"Result: Loss, Money: $899"
1832,Win,901,"Result: Win, Money: $901"
1833,Loss,899,"Result: Loss, Money: $899"
1834,Win,900,"Result: Win, Money: $900"
1835,Loss,899,"Result: Loss, Money: $899"
1836,Win,900,"Result: Win, Money: $900"
1837,Loss,898,"Result: Loss, Money: $898"
1838,Win,899,"Result: Win, Money: $899"
1839,Win,900,"Result: Win, Money: $900"
1840,Win,901,"Result: Win, Money: $901"
1841,Loss,900,"Result: Loss, Money: $900"
1842,Loss,899,"Result: Loss, Money: $899"
1843,Win,900,"Result: Win, Money: $900"
1844,Win,901,"Result: Win, Money: $901"
1845,Loss,900,"Result: Loss, Money: $900"
1846,Win,901,"Result: Win, Money: $901"
1847,Loss,900,"Result: Loss, Money: $900"
1848,Win,901,"Result: Win, Money: $901"
1849,Loss,900,"Result: Loss, Money: $900"
1850,Win,901,"Result: Win, Money: $901"
1851,Loss,900,"Result: Loss, Money: $900"
1852,Loss,899,"Result: Loss, Money: $899"
1853,Win,900,"Result: Win, Money: $900"
1854,Loss,899,"Result: Loss, Money: $899"
1855,Loss,898,"Result: Loss, Money: $898"
1856,Loss,897,"Result: Loss, Money: $897"
1857,Win,898,"Result: Win, Money: $898"
1858,Win,899,"Result: Win, Money: $899"
1859,Win,900,"Result: Win, Money: $900"
1860,Win,901,"Result: Win, Money: $901"
1861,Win,903,"Result: Win, Money: $903"
1862,Win,904,"Result: Win, Money: $904"
1863,Loss,903,"Result: Loss, Money: $903"
1864,Loss,901,"Result: Loss, Money: $901"
1865,Loss,900,"Result: Loss, Money: $900"
1866,Win,901,"Result: Win, Money: $901"
1867,Win,902,"Result: Win, Money: $902"
1868,Loss,901,"Result: Loss, Money: $901"
1869,Win,902,"Result: Win, Money: $902"
1870,Win,904,"Result: Win, Money: $904"
1871,Loss,903,"Result: Loss, Money: $903"
1872,Win,904,"Result: Win, Money: $904"
1873,Win,906,"Result: Win, Money: $906"
1874,Loss,904,"Result: Loss, Money: $904"
1875,Win,906,"Result: Win, Money: $906"
1876,Win,907,"Result: Win, Money: $907"
1877,Loss,905,"Result: Loss, Money: $905"
1878,Win,906,"Result: Win, Money: $906"
1879,Win,907,"Result: Win, Money: $907"
1880,Win,908,"Result: Win, Money: $908"
1881,Push,908,"Result: Push, Money: $908"
1882,Loss,907,"Result: Loss, Money: $907"
1883,Win,908,"Result: Win, Money: $908"
1884,Loss,907,"Result: Loss, Money: $907"
1885,Win,908,"Result: Win, Money: $908"
1886,Loss,907,"Result: Loss, Money: $907"
1887,Loss,906,"Result: Loss, Money: $906"
1888,Win,907,"Result: Win, Money: $907"
1889,Loss,906,"Result: Loss, Money: $906"
1890,Loss,905,"Result: Loss, Money: $905"
1891,Win,907,"Result: Win, Money: $907"
1892,Loss,905,"Result: Loss, Money: $905"
1893,Win,906,"Result: Win, Money: $906"
1894,Loss,905,"Result: Loss, Money: $905"
1895,Loss,903,"Result: Loss, Money: $903"
1896,Loss,902,"Result: Loss, Money: $902"
1897,Loss,901,"Result: Loss, Money: $901"
1898,Push,901,"Result: Push, Money: $901"
1899,Loss,900,"Result: Loss, Money: $900"
1900,Win,901,"Result: Win, Money: $901"
1901,Loss,900,"Result: Loss, Money: $900"
1902,Win,901,"Result: Win, Money: $901"
1903,Loss,900,"Result: Loss, Money: $900"
1904,Loss,899,"Result: Loss, Money: $899"
1905,Loss,898,"Result: Loss, Money: $898"
1906,Win,899,"Result: Win, Money: $899"
1907,Push,899,"Result: Push, Money: $899"
1908,Push,899,"Result: Push, Money: $899"
1909,Win,901,"Result: Win, Money: $901"
1910,Win,903,"Result: Win, Money: $903"
1911,Loss,901,"Result: Loss, Money: $901"
1912,Loss,899,"Result: Loss, Money: $899"
1913,Loss,898,"Result: Loss, Money: $898"
1914,Loss,897,"Result: Loss, Money: $897"
1915,Loss,896,"Result: Loss, Money: $896"
1916,Win,897,"Result: Win, Money: $897"
1917,Push,897,"Result: Push, Money: $897"
1918,Win,898,"Result: Win, Money: $898"
1919,Win,899,"Result: Win, Money: $899"
1920,Win,900,"Result: Win, Money: $900"
1921,Loss,899,"Result: Loss, Money: $899"
1922,Win,900,"Result: Win, Money: $900"
1923,Loss,899,"Result: Loss, Money: $899"
1924,Loss,898,"Result: Loss, Money: $898"
1925,Loss,897,"Result: Loss, Money: $897"
1926,Win,898,"Result: Win, Money: $898"
1927,Loss,897,"Result: Loss, Money: $897"
1928,Win,898,"Result: Win, Money: $898"
1929,Loss,897,"Result: Loss, Money: $897"
1930,Win,898,"Result: Win, Money: $898"
1931,Loss,897,"Result: Loss, Money: $897"
1932,Loss,896,"Result: Loss, Money: $896"
1933,Win,897,"Result: Win, Money: $897"
1934,Push,897,"Result: Push, Money: $897"
1935,Win,898,"Result: Win, Money: $898"
1936,Win,899,"Result: Win, Money: $899"
1937,Loss,897,"Result: Loss, Money: $897"
1938,Win,898,"Result: Win, Money: $898"
1939,Loss,897,"Result: Loss, Money: $897"
1940,Win,898,"Result: Win, Money: $898"
1941,Loss,897,"Result: Loss, Money: $897"
1942,Win,898,"Result: Win, Money: $898"
1943,Loss,897,"Result: Loss, Money: $897"
1944,Win,898,"Result: Win, Money: $898"
1945,Win,899,"Result: Win, Money: $899"
1946,Loss,898,"Result: Loss, Money: $898"
1947,Loss,897,"Result: Loss, Money: $897"
1948,Win,899,"Result: Win, Money: $899"
1949,Win,901,"Result: Win, Money: $901"
1950,Win,902,"Result: Win, Money: $902"
1951,Loss,901,"Result: Loss, Money: $901"
1952,Win,902,"Result: Win, Money: $902"
1953,Win,903,"Result: Win, Money: $903"
1954,Loss,902,"Result: Loss, Money: $902"
1955,Win,904,"Result: Win, Money: $904"
1956,Loss,903,"Result: Loss, Money: $903"
1957,Loss,902,"Result: Loss, Money: $902"
1958,Loss,901,"Result: Loss, Money: $901"
1959,Win,902,"Result: Win, Money: $902"
1960,Win,903,"Result: Win, Money: $903"
1961,Loss,902,"Result: Loss, Money: $902"
1962,Loss,901,"Result: Loss, Money: $901"
1963,Loss,900,"Result: Loss, Money: $900"
1964,Win,901,"Result: Win, Money: $901"
1965,Win,902,"Result: Win, Money: $902"
1966,Push,902,"Result: Push, Money: $902"
1967,Win,903,"Result: Win, Money: $903"
1968,Win,904,"Result: Win, Money: $904"
1969,Loss,902,"Result: Loss, Money: $902"
1970,Push,902,"Result: Push, Money: $902"
1971,Loss,901,"Result: Loss, Money: $901"
1972,Loss,900,"Result: Loss, Money: $900"
1973,Win,901,"Result: Win, Money: $901"
1974,Win,902,"Result: Win, Money: $902"
1975,Win,903,"Result: Win, Money: $903"
1976,Loss,902,"Result: Loss, Money: $902"
1977,Push,902,"Result: Push, Money: $902"
1978,Push,902,"Result: Push, Money: $902"
1979,Loss,900,"Result: Loss, Money: $900"
1980,Win,901,"Result: Win, Money: $901"
1981,Win,903,"Result: Win, Money: $903"
1982,Win,904,"Result: Win, Money: $904"
1983,Loss,903,"Result: Loss, Money: $903"
1984,Push,903,"Result: Push, Money: $903"
1985,Loss,902,"Result: Loss, Money: $902"
1986,Win,903,"Result: Win, Money: $903"
1987,Push,903,"Result: Push, Money: $903"
1988,Loss,902,"Result: Loss, Money: $902"
1989,Win,903,"Result: Win, Money: $903"
1990,Win,904,"Result: Win, Money: $904"
1991,Loss,903,"Result: Loss, Money: $903"
1992,Loss,902,"Result: Loss, Money: $902"
1993,Loss,901,"Result: Loss, Money: $901"
1994,Loss,900,"Result: Loss, Money: $900"
1995,Win,901,"Result: Win, Money: $901"
1996,Win,902,"Result: Win, Money: $902"
1997,Win,904,"Result: Win, Money: $904"
1998,Loss,903,"Result: Loss, Money: $903"
1999,Loss,902,"Result: Loss, Money: $902"
2000,Loss,900,"Result: Loss, Money: $900"
2001,Push,900,"Result: Push, Money: $900"
2002,Loss,899,"Result: Loss, Money: $899"
2003,Win,901,"Result: Win, Money: $901"
2004,Loss,900,"Result: Loss, Money: $900"
2005,Win,901,"Result: Win, Money: $901"
2006,Win,902,"Result: Win, Money: $902"
2007,Win,904,"Result: Win, Money: $904"
2008,Win,905,"Result: Win, Money: $905"
2009,Loss,904,"Result: Loss, Money: $904"
2010,Win,905,"Result: Win, Money: $905"
2011,Win,906,"Result: Win, Money: $906"
2012,Win,907,"Result: Win, Money: $907"
2013,Loss,906,"Result: Loss, Money: $906"
2014,Win,907,"Result: Win, Money: $907"
2015,Win,908,"Result: Win, Money: $908"
2016,Loss,907,"Result: Loss, Money: $907"
2017,Loss,906,"Result: Loss, Money: $906"
2018,Loss,905,"Result: Loss, Money: $905"
2019,Push,905,"Result: Push, Money: $905"
2020,Loss,904,"Result: Loss, Money: $904"
2021,Loss,903,"Result: Loss, Money: $903"
2022,Win,904,"Result: Win, Money: $904"
2023,Win,905,"Result: Win, Money: $905"
2024,Loss,904,"Result: Loss, Money: $904"
2025,Loss,903,"Result: Loss, Money: $903"
2026,Win,904,"Result: Win, Money: $904"
2027,Loss,903,"Result: Loss, Money: $903"
2028,Win,904,"Result: Win, Money: $904"
2029,Push,904,"Result: Push, Money: $904"
2030,Loss,903,"Result: Loss, Money: $903"
2031,Loss,902,"Result: Loss, Money: $902"
2032,Loss,900,"Result: Loss, Money: $900"
2033,Win,901,"Result: Win, Money: $901"
2034,Loss,900,"Result: Loss, Money: $900"
2035,Win,901,"Result: Win, Money: $901"
2036,Win,902,"Result: Win, Money: $902"
2037,Push,902,"Result: Push, Money: $902"
2038,Loss,901,"Result: Loss, Money: $901"
2039,Loss,900,"Result: Loss, Money: $900"
2040,Push,900,"Result: Push, Money: $900"
2041,Loss,899,"Result: Loss, Money: $899"
2042,Win,900,"Result: Win, Money: $900"
2043,Win,901,"Result: Win, Money: $901"
2044,Loss,900,"Result: Loss, Money: $900"
2045,Win,901,"Result: Win, Money: $901"
2046,Loss,900,"Result: Loss, Money: $900"
2047,Win,901,"Result: Win, Money: $901"
2048,Loss,900,"Result: Loss, Money: $900"
2049,Loss,899,"Result: Loss, Money: $899"
2050,Push,899,"Result: Push, Money: $899"
2051,Win,900,"Result: Win, Money: $900"
2052,Loss,898,"Result: Loss, Money: $898"
2053,Push,898,"Result: Push, Money: $898"
2054,Win,899,"Result: Win, Money: $899"
2055,Loss,898,"Result: Loss, Money: $898"
2056,Win,899,"Result: Win, Money: $899"
2057,Push,899,"Result: Push, Money: $899"
2058,Win,900,"Result: Win, Money: $900"
2059,Loss,899,"Result: Loss, Money: $899"
2060,Loss,898,"Result: Loss, Money: $898"
2061,Win,899,"Result: Win, Money: $899"
2062,Loss,898,"Result: Loss, Money: $898"
2063,Win,899,"Result: Win, Money: $899"
2064,Win,900,"Result: Win, Money: $900"
2065,Push,900,"Result: Push, Money: $900"
2066,Loss,899,"Result: Loss, Money: $899"
2067,Loss,898,"Result: Loss, Money: $898"
2068,Win,899,"Result: Win, Money: $899"
2069,Win,900,"Result: Win, Money: $900"
2070,Win,901,"Result: Win, Money: $901"
2071,Win,903,"Result: Win, Money: $903"
2072,Win,904,"Result: Win, Money: $904"
2073,Win,905,"Result: Win, Money: $905"
2074,Win,906,"Result: Win, Money: $906"
2075,Push,906,"Result: Push, Money: $906"
2076,Win,907,"Result: Win, Money: $907"
2077,Push,907,"Result: Push, Money: $907"
2078,Loss,906,"Result: Loss, Money: $906"
2079,Loss,904,"Result: Loss, Money: $904"
2080,Win,905,"Result: Win, Money: $905"
2081,Win,906,"Result: Win, Money: $906"
2082,Win,907,"Result: Win, Money: $907"
2083,Push,907,"Result: Push, Money: $907"
2084,Win,908,"Result: Win, Money: $908"
2085,Loss,907,"Result: Loss, Money: $907"
2086,Loss,906,"Result: Loss, Money: $906"
2087,Win,907,"Result: Win, Money: $907"
2088,Loss,906,"Result: Loss, Money: $906"
2089,Loss,905,"Result: Loss, Money: $905"
2090,Win,907,"Result: Win, Money: $907"
2091,Loss,906,"Result: Loss, Money: $906"
2092,Win,907,"Result: Win, Money: $907"
2093,Loss,906,"Result: Loss, Money: $906"
2094,Loss,905,"Result: Loss, Money: $905"
2095,Loss,904,"Result: Loss, Money: $904"
2096,Loss,903,"Result: Loss, Money: $903"
2097,Loss,902,"Result: Loss, Money: $902"
2098,Loss,901,"Result: Loss, Money: $901"
2099,Loss,900,"Result: Loss, Money: $900"
2100,Loss,899,"Result: Loss, Money: $899"
2101,Win,900,"Result: Win, Money: $900"
2102,Loss,899,"Result: Loss, Money: $899"
2103,Win,900,"Result: Win, Money: $900"
2104,Loss,898,"Result: Loss, Money: $898"
2105,Loss,897,"Result: Loss, Money: $897"
2106,Win,899,"Result: Win, Money: $899"
2107,Win,900,"Result: Win, Money: $900"
2108,Win,901,"Result: Win, Money: $901"
2109,Loss,900,"Result: Loss, Money: $900"
2110,Loss,899,"Result: Loss, Money: $899"
2111,Win,900,"Result: Win, Money: $900"
2112,Loss,899,"Result: Loss, Money: $899"
2113,Loss,898,"Result: Loss, Money: $898"
2114,Loss,897,"Result: Loss, Money: $897"
2115,Win,898,"Result: Win, Money: $898"
2116,Loss,896,"Result: Loss, Money: $896"
2117,Win,897,"Result: Win, Money: $897"
2118,Loss,896,"Result: Loss, Money: $896"
2119,Push,896,"Result: Push, Money: $896"
2120,Loss,895,"Result: Loss, Money: $895"
2121,Loss,894,"Result: Loss, Money: $894"
2122,Loss,893,"Result: Loss, Money: $893"
2123,Loss,892,"Result: Loss, Money: $892"
2124,Push,892,"Result: Push, Money: $892"
2125,Win,894,"Result: Win, Money: $894"
2126,Loss,893,"Result: Loss, Money: $893"
2127,Win,894,"Result: Win, Money: $894"
2128,Loss,893,"Result: Loss, Money: $893"
2129,Push,893,"Result: Push, Money: $893"
2130,Win,894,"Result: Win, Money: $894"
2131,Loss,892,"Result: Loss, Money: $892"
2132,Win,893,"Result: Win, Money: $893"
2133,Loss,892,"Result: Loss, Money: $892"
2134,Loss,891,"Result: Loss, Money: $891"
2135,Win,892,"Result: Win, Money: $892"
2136,Loss,891,"Result: Loss, Money: $891"
2137,Win,892,"Result: Win, Money: $892"
2138,Loss,891,"Result: Loss, Money: $891"
2139,Loss,890,"Result: Loss, Money: $890"
2140,Loss,889,"Result: Loss, Money: $889"
2141,Push,889,"Result: Push, Money: $889"
2142,Win,891,"Result: Win, Money: $891"
2143,Win,892,"Result: Win, Money: $892"
2144,Win,893,"Result: Win, Money: $893"
2145,Win,894,"Result: Win, Money: $894"
2146,Win,896,"Result: Win, Money: $896"
2147,Loss,895,"Result: Loss, Money: $895"
2148,Loss,894,"Result: Loss, Money: $894"
2149,Win,895,"Result: Win, Money: $895"
2150,Win,896,"Result: Win, Money: $896"
2151,Push,896,"Result: Push, Money: $896"
2152,Push,896,"Result: Push, Money: $896"
2153,Loss,894,"Result: Loss, Money: $894"
2154,Win,895,"Result: Win, Money: $895"
2155,Win,896,"Result: Win, Money: $896"
2156,Loss,895,"Result: Loss, Money: $895"
2157,Loss,894,"Result: Loss, Money: $894"
2158,Push,894,"Result: Push, Money: $894"
2159,Win,895,"Result: Win, Money: $895"
2160,Loss,893,"Result: Loss, Money: $893"
2161,Win,894,"Result: Win, Money: $894"
2162,Loss,893,"Result: Loss, Money: $893"
2163,Win,894,"Result: Win, Money: $894"
2164,Win,895,"Result: Win, Money: $895"
2165,Win,896,"Result: Win, Money: $896"
2166,Loss,895,"Result: Loss, Money: $895"
2167,Win,896,"Result: Win, Money: $896"
2168,Win,897,"Result: Win, Money: $897"
2169,Win,898,"Result: Win, Money: $898"
2170,Win,899,"Result: Win, Money: $899"
2171,Loss,898,"Result: Loss, Money: $898"
2172,Win,899,"Result: Win, Money: $899"
2173,Win,901,"Result: Win, Money: $901"
2174,Win,902,"Result: Win, Money: $902"
2175,Push,902,"Result: Push, Money: $902"
2176,Win,903,"Result: Win, Money: $903"
2177,Loss,902,"Result: Loss, Money: $902"
2178,Win,903,"Result: Win, Money: $903"
2179,Win,904,"Result: Win, Money: $904"
2180,Win,905,"Result: Win, Money: $905"
2181,Win,907,"Result: Win, Money: $907"
2182,Win,908,"Result: Win, Money: $908"
2183,Loss,907,"Result: Loss, Money: $907"
2184,Loss,906,"Result: Loss, Money: $906"
2185,Push,906,"Result: Push, Money: $906"
2186,Win,907,"Result: Win, Money: $907"
2187,Loss,906,"Result: Loss, Money: $906"
2188,Win,907,"Result: Win, Money: $907"
2189,Win,908,"Result: Win, Money: $908"
2190,Win,909,"Result: Win, Money: $909"
2191,Loss,908,"Result: Loss, Money: $908"
2192,Win,909,"Result: Win, Money: $909"
2193,Win,910,"Result: Win, Money: $910"
2194,Win,911,"Result: Win, Money: $911"
2195,Win,913,"Result: Win, Money: $913"
2196,Loss,911,"Result: Loss, Money: $911"
2197,Win,912,"Result: Win, Money: $912"
2198,Loss,911,"Result: Loss, Money: $911"
2199,Win,912,"Result: Win, Money: $912"
2200,Win,913,"Result: Win, Money: $913"
2201,Win,914,"Result: Win, Money: $914"
2202,Win,915,"Result: Win, Money: $915"
2203,Loss,914,"Result: Loss, Money: $914"
2204,Loss,913,"Result: Loss, Money: $913"
2205,Win,914,"Result: Win, Money: $914"
2206,Win,915,"Result: Win, Money: $915"
2207,Loss,914,"Result: Loss, Money: $914"
2208,Win,915,"Result: Win, Money: $915"
2209,Loss,914,"Result: Loss, Money: $914"
2210,Win,915,"Result: Win, Money: $915"
2211,Push,915,"Result: Push, Money: $915"
2212,Win,916,"Result: Win, Money: $916"
2213,Loss,914,"Result: Loss, Money: $914"
2214,Loss,913,"Result: Loss, Money: $913"
2215,Win,914,"Result: Win, Money: $914"
2216,Loss,913,"Result: Loss, Money: $913"
2217,Win,914,"Result: Win, Money: $914"
2218,Loss,913,"Result: Loss, Money: $913"
2219,Loss,911,"Result: Loss, Money: $911"
2220,Win,912,"Result: Win, Money: $912"
2221,Push,912,"Result: Push, Money: $912"
2222,Loss,911,"Result: Loss, Money: $911"
2223,Win,913,"Result: Win, Money: $913"
2224,Loss,912,"Result: Loss, Money: $912"
2225,Loss,911,"Result: Loss, Money: $911"
2226,Loss,910,"Result: Loss, Money: $910"
2227,Loss,909,"Result: Loss, Money: $909"
2228,Loss,908,"Result: Loss, Money: $908"
2229,Loss,907,"Result: Loss, Money: $907"
2230,Win,908,"Result: Win, Money: $908"
2231,Loss,907,"Result: Loss, Money: $907"
2232,Win,908,"Result: Win, Money: $908"
2233,Win,910,"Result: Win, Money: $910"
2234,Win,911,"Result: Win, Money: $911"
2235,Loss,909,"Result: Loss, Money: $909"
2236,Loss,907,"Result: Loss, Money: $907"
2237,Win,908,"Result: Win, Money: $908"
2238,Win,909,"Result: Win, Money: $909"
2239,Loss,908,"Result: Loss, Money: $908"
2240,Win,909,"Result: Win, Money: $909"
2241,Win,910,"Result: Win, Money: $910"
2242,Win,911,"Result: Win, Money: $911"
2243,Win,912,"Result: Win, Money: $912"
2244,Win,913,"Result: Win, Money: $913"
2245,Loss,912,"Result: Loss, Money: $912"
2246,Loss,911,"Result: Loss, Money: $911"
2247,Win,912,"Result: Win, Money: $912"
2248,Win,913,"Result: Win, Money: $913"
2249,Win,914,"Result: Win, Money: $914"
2250,Loss,913,"Result: Loss, Money: $913"
2251,Win,914,"Result: Win, Money: $914"
2252,Win,915,"Result: Win, Money: $915"
2253,Push,915,"Result: Push, Money: $915"
2254,Win,916,"Result: Win, Money: $916"
2255,Loss,915,"Result: Loss, Money: $915"
2256,Win,916,"Result: Win, Money: $916"
2257,Win,917,"Result: Win, Money: $917"
2258,Loss,916,"Result: Loss, Money: $916"
2259,Loss,915,"Result: Loss, Money: $915"
2260,Win,916,"Result: Win, Money: $916"
2261,Win,917,"Result: Win, Money: $917"
2262,Win,918,"Result: Win, Money: $918"
2263,Win,920,"Result: Win, Money: $920"
2264,Loss,918,"Result: Loss, Money: $918"
2265,Win,919,"Result: Win, Money: $919"
2266,Loss,918,"Result: Loss, Money: $918"
2267,Loss,917,"Result: Loss, Money: $917"
2268,Loss,915,"Result: Loss, Money: $915"
2269,Win,916,"Result: Win, Money: $916"
2270,Loss,915,"Result: Loss, Money: $915"
2271,Win,916,"Result: Win, Money: $916"
2272,Loss,915,"Result: Loss, Money: $915"
2273,Push,915,"Result: Push, Money: $915"
2274,Loss,913,"Result: Loss, Money: $913"
2275,Win,915,"Result: Win, Money: $915"
2276,Loss,914,"Result: Loss, Money: $914"
2277,Loss,913,"Result: Loss, Money: $913"
2278,Win,914,"Result: Win, Money: $914"
2279,Win,916,"Result: Win, Money: $916"
2280,Loss,915,"Result: Loss, Money: $915"
2281,Loss,914,"Result: Loss, Money: $914"
2282,Loss,913,"Result: Loss, Money: $913"
2283,Push,913,"Result: Push, Money: $913"
2284,Win,914,"Result: Win, Money: $914"
2285,Loss,913,"Result: Loss, Money: $913"
2286,Loss,912,"Result: Loss, Money: $912"
2287,Win,914,"Result: Win, Money: $914"
2288,Loss,913,"Result: Loss, Money: $913"
2289,Loss,912,"Result: Loss, Money: $912"
2290,Loss,911,"Result: Loss, Money: $911"
2291,Loss,910,"Result: Loss, Money: $910"
2292,Loss,909,"Result: Loss, Money: $909"
2293,Loss,908,"Result: Loss, Money: $908"
2294,Win,909,"Result: Win, Money: $909"
2295,Loss,908,"Result: Loss, Money: $908"
2296,Loss,907,"Result: Loss, Money: $907"
2297,Win,909,"Result: Win, Money: $909"
2298,Win,911,"Result: Win, Money: $911"
2299,Loss,910,"Result: Loss, Money: $910"
2300,Win,911,"Result: Win, Money: $911"
2301,Win,912,"Result: Win, Money: $912"
2302,Win,913,"Result: Win, Money: $913"
2303,Loss,912,"Result: Loss, Money: $912"
2304,Loss,911,"Result: Loss, Money: $911"
2305,Win,913,"Result: Win, Money: $913"
2306,Loss,912,"Result: Loss, Money: $912"
2307,Push,912,"Result: Push, Money: $912"
2308,Win,913,"Result: Win, Money: $913"
2309,Loss,912,"Result: Loss, Money: $912"
2310,Win,913,"Result: Win, Money: $913"
2311,Loss,911,"Result: Loss, Money: $911"
2312,Loss,910,"Result: Loss, Money: $910"
2313,Loss,908,"Result: Loss, Money: $908"
2314,Loss,907,"Result: Loss, Money: $907"
2315,Win,908,"Result: Win, Money: $908"
2316,Loss,907,"Result: Loss, Money: $907"
2317,Loss,906,"Result: Loss, Money: $906"
2318,Win,907,"Result: Win, Money: $907"
2319,Loss,906,"Result: Loss, Money: $906"
2320,Win,907,"Result: Win, Money: $907"
2321,Win,908,"Result: Win, Money: $908"
2322,Win,909,"Result: Win, Money: $909"
2323,Loss,908,"Result: Loss, Money: $908"
2324,Loss,906,"Result: Loss, Money: $906"
2325,Win,907,"Result: Win, Money: $907"
2326,Loss,906,"Result: Loss, Money: $906"
2327,Loss,905,"Result: Loss, Money: $905"
2328,Win,906,"Result: Win, Money: $906"
2329,Loss,905,"Result: Loss, Money: $905"
2330,Win,906,"Result: Win, Money: $906"
2331,Loss,905,"Result: Loss, Money: $905"
2332,Win,906,"Result: Win, Money: $906"
2333,Loss,905,"Result: Loss, Money: $905"
2334,Push,905,"Result: Push, Money: $905"
2335,Win,906,"Result: Win, Money: $906"
2336,Loss,905,"Result: Loss, Money: $905"
2337,Win,906,"Result: Win, Money: $906"
2338,Win,907,"Result: Win, Money: $907"
2339,Loss,906,"Result: Loss, Money: $906"
2340,Loss,905,"Result: Loss, Money: $905"
2341,Win,906,"Result: Win, Money: $906"
2342,Win,907,"Result: Win, Money: $907"
2343,Loss,905,"Result: Loss, Money: $905"
2344,Loss,904,"Result: Loss, Money: $904"
2345,Win,906,"Result: Win, Money: $906"
2346,Loss,905,"Result: Loss, Money: $905"
2347,Loss,903,"Result: Loss, Money: $903"
2348,Loss,902,"Result: Loss, Money: $902"
2349,Win,903,"Result: Win, Money: $903"
2350,Win,904,"Result: Win, Money: $904"
2351,Loss,903,"Result: Loss, Money: $903"
2352,Win,904,"Result: Win, Money: $904"
2353,Loss,902,"Result: Loss, Money: $902"
2354,Win,903,"Result: Win, Money: $903"
2355,Push,903,"Result: Push, Money: $903"
2356,Loss,902,"Result: Loss, Money: $902"
2357,Loss,901,"Result: Loss, Money: $901"
2358,Loss,900,"Result: Loss, Money: $900"
2359,Win,901,"Result: Win, Money: $901"
2360,Win,902,"Result: Win, Money: $902"
2361,Loss,901,"Result: Loss, Money: $901"
2362,Loss,900,"Result: Loss, Money: $900"
2363,Win,902,"Result: Win, Money: $902"
2364,Loss,901,"Result: Loss, Money: $901"
2365,Loss,900,"Result: Loss, Money: $900"
2366,Loss,899,"Result: Loss, Money: $899"
2367,Loss,898,"Result: Loss, Money: $898"
2368,Loss,897,"Result: Loss, Money: $897"
2369,Loss,896,"Result: Loss, Money: $896"
2370,Win,897,"Result: Win, Money: $897"
2371,Win,898,"Result: Win, Money: $898"
2372,Loss,896,"Result: Loss, Money: $896"
2373,Loss,895,"Result: Loss, Money: $895"
2374,Win,896,"Result: Win, Money: $896"
2375,Win,897,"Result: Win, Money: $897"
2376,Win,898,"Result: Win, Money: $898"
2377,Loss,897,"Result: Loss, Money: $897"
2378,Loss,896,"Result: Loss, Money: $896"
2379,Loss,895,"Result: Loss, Money: $895"
2380,Loss,894,"Result: Loss, Money: $894"
2381,Loss,893,"Result: Loss, Money: $893"
2382,Loss,892,"Result: Loss, Money: $892"
2383,Loss,891,"Result: Loss, Money: $891"
2384,Win,892,"Result: Win, Money: $892"
2385,Loss,891,"Result: Loss, Money: $891"
2386,Loss,890,"Result: Loss, Money: $890"
2387,Push,890,"Result: Push, Money: $890"
2388,Loss,889,"Result: Loss, Money: $889"
2389,Win,890,"Result: Win, Money: $890"
2390,Win,892,"Result: Win, Money: $892"
2391,Loss,891,"Result: Loss, Money: $891"
2392,Loss,890,"Result: Loss, Money: $890"
2393,Loss,889,"Result: Loss, Money: $889"
2394,Win,890,"Result: Win, Money: $890"
2395,Loss,889,"Result: Loss, Money: $889"
2396,Win,890,"Result: Win, Money: $890"
2397,Loss,889,"Result: Loss, Money: $889"
2398,Win,890,"Result: Win, Money: $890"
