Round,Result,Running_Money,Debug
16969,Push,491,"Result: Push, Money: $491"
16970,Loss,490,"Result: Loss, Money: $490"
16971,Loss,489,"Result: Loss, Money: $489"
16972,Loss,488,"Result: Loss, Money: $488"
16973,Loss,487,"Result: Loss, Money: $487"
16974,Loss,486,"Result: Loss, Money: $486"
16975,Win,487,"Result: Win, Money: $487"
16976,Win,488,"Result: Win, Money: $488"
16977,Loss,487,"Result: Loss, Money: $487"
16978,Loss,486,"Result: Loss, Money: $486"
16979,Loss,485,"Result: Loss, Money: $485"
16980,Win,487,"Result: Win, Money: $487"
16981,Win,488,"Result: Win, Money: $488"
16982,Loss,487,"Result: Loss, Money: $487"
16983,Win,489,"Result: Win, Money: $489"
16984,Loss,488,"Result: Loss, Money: $488"
16985,Loss,487,"Result: Loss, Money: $487"
16986,Loss,486,"Result: Loss, Money: $486"
16987,Loss,484,"Result: Loss, Money: $484"
16988,Win,485,"Result: Win, Money: $485"
16989,Win,486,"Result: Win, Money: $486"
16990,Loss,485,"Result: Loss, Money: $485"
16991,Loss,484,"Result: Loss, Money: $484"
16992,Win,485,"Result: Win, Money: $485"
16993,Loss,484,"Result: Loss, Money: $484"
16994,Loss,483,"Result: Loss, Money: $483"
16995,Loss,482,"Result: Loss, Money: $482"
16996,Loss,481,"Result: Loss, Money: $481"
16997,Win,482,"Result: Win, Money: $482"
16998,Loss,481,"Result: Loss, Money: $481"
16999,Win,482,"Result: Win, Money: $482"
17000,Loss,481,"Result: Loss, Money: $481"
17001,Loss,480,"Result: Loss, Money: $480"
17002,Loss,478,"Result: Loss, Money: $478"
17003,Win,479,"Result: Win, Money: $479"
17004,Loss,478,"Result: Loss, Money: $478"
17005,Loss,477,"Result: Loss, Money: $477"
17006,Loss,476,"Result: Loss, Money: $476"
17007,Win,477,"Result: Win, Money: $477"
17008,Win,478,"Result: Win, Money: $478"
17009,Loss,477,"Result: Loss, Money: $477"
17010,Win,478,"Result: Win, Money: $478"
17011,Loss,476,"Result: Loss, Money: $476"
17012,Win,477,"Result: Win, Money: $477"
17013,Loss,476,"Result: Loss, Money: $476"
17014,Push,476,"Result: Push, Money: $476"
17015,Win,477,"Result: Win, Money: $477"
17016,Win,478,"Result: Win, Money: $478"
17017,Win,479,"Result: Win, Money: $479"
17018,Win,480,"Result: Win, Money: $480"
17019,Win,481,"Result: Win, Money: $481"
17020,Loss,480,"Result: Loss, Money: $480"
17021,Win,481,"Result: Win, Money: $481"
17022,Loss,480,"Result: Loss, Money: $480"
17023,Loss,479,"Result: Loss, Money: $479"
17024,Win,480,"Result: Win, Money: $480"
17025,Win,482,"Result: Win, Money: $482"
17026,Push,482,"Result: Push, Money: $482"
17027,Win,484,"Result: Win, Money: $484"
17028,Win,485,"Result: Win, Money: $485"
17029,Loss,484,"Result: Loss, Money: $484"
17030,Win,485,"Result: Win, Money: $485"
17031,Win,486,"Result: Win, Money: $486"
17032,Loss,485,"Result: Loss, Money: $485"
17033,Push,485,"Result: Push, Money: $485"
17034,Loss,484,"Result: Loss, Money: $484"
17035,Win,486,"Result: Win, Money: $486"
17036,Push,486,"Result: Push, Money: $486"
17037,Loss,485,"Result: Loss, Money: $485"
17038,Push,485,"Result: Push, Money: $485"
17039,Win,486,"Result: Win, Money: $486"
17040,Win,488,"Result: Win, Money: $488"
17041,Loss,487,"Result: Loss, Money: $487"
17042,Loss,486,"Result: Loss, Money: $486"
17043,Win,488,"Result: Win, Money: $488"
17044,Loss,487,"Result: Loss, Money: $487"
17045,Loss,486,"Result: Loss, Money: $486"
17046,Loss,485,"Result: Loss, Money: $485"
17047,Loss,484,"Result: Loss, Money: $484"
17048,Push,484,"Result: Push, Money: $484"
17049,Win,485,"Result: Win, Money: $485"
17050,Loss,484,"Result: Loss, Money: $484"
17051,Loss,483,"Result: Loss, Money: $483"
17052,Win,484,"Result: Win, Money: $484"
17053,Loss,483,"Result: Loss, Money: $483"
17054,Loss,482,"Result: Loss, Money: $482"
17055,Win,483,"Result: Win, Money: $483"
17056,Loss,481,"Result: Loss, Money: $481"
17057,Loss,480,"Result: Loss, Money: $480"
17058,Loss,479,"Result: Loss, Money: $479"
17059,Win,481,"Result: Win, Money: $481"
17060,Win,482,"Result: Win, Money: $482"
17061,Win,483,"Result: Win, Money: $483"
17062,Push,483,"Result: Push, Money: $483"
17063,Loss,482,"Result: Loss, Money: $482"
17064,Loss,481,"Result: Loss, Money: $481"
17065,Win,482,"Result: Win, Money: $482"
17066,Loss,480,"Result: Loss, Money: $480"
17067,Loss,479,"Result: Loss, Money: $479"
17068,Win,480,"Result: Win, Money: $480"
17069,Loss,479,"Result: Loss, Money: $479"
17070,Push,479,"Result: Push, Money: $479"
17071,Win,480,"Result: Win, Money: $480"
17072,Loss,479,"Result: Loss, Money: $479"
17073,Loss,478,"Result: Loss, Money: $478"
17074,Win,479,"Result: Win, Money: $479"
17075,Win,480,"Result: Win, Money: $480"
17076,Loss,479,"Result: Loss, Money: $479"
17077,Win,480,"Result: Win, Money: $480"
17078,Win,481,"Result: Win, Money: $481"
17079,Win,483,"Result: Win, Money: $483"
17080,Win,484,"Result: Win, Money: $484"
17081,Loss,483,"Result: Loss, Money: $483"
17082,Loss,482,"Result: Loss, Money: $482"
17083,Win,483,"Result: Win, Money: $483"
17084,Win,484,"Result: Win, Money: $484"
17085,Win,485,"Result: Win, Money: $485"
17086,Loss,484,"Result: Loss, Money: $484"
17087,Win,485,"Result: Win, Money: $485"
17088,Loss,484,"Result: Loss, Money: $484"
17089,Loss,482,"Result: Loss, Money: $482"
17090,Win,483,"Result: Win, Money: $483"
17091,Win,484,"Result: Win, Money: $484"
17092,Win,486,"Result: Win, Money: $486"
17093,Push,486,"Result: Push, Money: $486"
17094,Win,487,"Result: Win, Money: $487"
17095,Win,489,"Result: Win, Money: $489"
17096,Win,490,"Result: Win, Money: $490"
17097,Win,491,"Result: Win, Money: $491"
17098,Win,492,"Result: Win, Money: $492"
17099,Push,492,"Result: Push, Money: $492"
17100,Loss,491,"Result: Loss, Money: $491"
17101,Loss,490,"Result: Loss, Money: $490"
17102,Win,492,"Result: Win, Money: $492"
17103,Loss,491,"Result: Loss, Money: $491"
17104,Loss,490,"Result: Loss, Money: $490"
17105,Push,490,"Result: Push, Money: $490"
17106,Loss,489,"Result: Loss, Money: $489"
17107,Win,490,"Result: Win, Money: $490"
17108,Loss,489,"Result: Loss, Money: $489"
17109,Loss,488,"Result: Loss, Money: $488"
17110,Push,488,"Result: Push, Money: $488"
17111,Loss,487,"Result: Loss, Money: $487"
17112,Win,488,"Result: Win, Money: $488"
17113,Push,488,"Result: Push, Money: $488"
17114,Win,489,"Result: Win, Money: $489"
17115,Win,490,"Result: Win, Money: $490"
17116,Loss,489,"Result: Loss, Money: $489"
17117,Win,490,"Result: Win, Money: $490"
17118,Loss,489,"Result: Loss, Money: $489"
17119,Win,490,"Result: Win, Money: $490"
17120,Loss,489,"Result: Loss, Money: $489"
17121,Loss,488,"Result: Loss, Money: $488"
17122,Loss,487,"Result: Loss, Money: $487"
17123,Loss,486,"Result: Loss, Money: $486"
17124,Win,487,"Result: Win, Money: $487"
17125,Win,488,"Result: Win, Money: $488"
17126,Win,489,"Result: Win, Money: $489"
17127,Win,490,"Result: Win, Money: $490"
17128,Loss,488,"Result: Loss, Money: $488"
17129,Loss,487,"Result: Loss, Money: $487"
17130,Win,489,"Result: Win, Money: $489"
17131,Loss,488,"Result: Loss, Money: $488"
17132,Loss,487,"Result: Loss, Money: $487"
17133,Win,489,"Result: Win, Money: $489"
17134,Win,490,"Result: Win, Money: $490"
17135,Win,491,"Result: Win, Money: $491"
17136,Loss,489,"Result: Loss, Money: $489"
17137,Win,490,"Result: Win, Money: $490"
17138,Loss,489,"Result: Loss, Money: $489"
17139,Win,491,"Result: Win, Money: $491"
17140,Loss,490,"Result: Loss, Money: $490"
17141,Win,491,"Result: Win, Money: $491"
17142,Win,492,"Result: Win, Money: $492"
17143,Win,493,"Result: Win, Money: $493"
17144,Loss,492,"Result: Loss, Money: $492"
17145,Win,493,"Result: Win, Money: $493"
17146,Loss,492,"Result: Loss, Money: $492"
17147,Loss,491,"Result: Loss, Money: $491"
17148,Loss,490,"Result: Loss, Money: $490"
17149,Win,491,"Result: Win, Money: $491"
17150,Win,492,"Result: Win, Money: $492"
17151,Loss,491,"Result: Loss, Money: $491"
17152,Loss,490,"Result: Loss, Money: $490"
17153,Loss,489,"Result: Loss, Money: $489"
17154,Win,490,"Result: Win, Money: $490"
17155,Loss,489,"Result: Loss, Money: $489"
17156,Win,490,"Result: Win, Money: $490"
17157,Win,491,"Result: Win, Money: $491"
17158,Loss,490,"Result: Loss, Money: $490"
17159,Loss,489,"Result: Loss, Money: $489"
17160,Loss,488,"Result: Loss, Money: $488"
17161,Loss,487,"Result: Loss, Money: $487"
17162,Win,488,"Result: Win, Money: $488"
17163,Push,488,"Result: Push, Money: $488"
17164,Win,489,"Result: Win, Money: $489"
17165,Win,491,"Result: Win, Money: $491"
17166,Loss,490,"Result: Loss, Money: $490"
17167,Loss,489,"Result: Loss, Money: $489"
17168,Win,490,"Result: Win, Money: $490"
17169,Win,491,"Result: Win, Money: $491"
17170,Loss,490,"Result: Loss, Money: $490"
17171,Win,491,"Result: Win, Money: $491"
17172,Push,491,"Result: Push, Money: $491"
17173,Win,492,"Result: Win, Money: $492"
17174,Loss,491,"Result: Loss, Money: $491"
17175,Push,491,"Result: Push, Money: $491"
17176,Loss,490,"Result: Loss, Money: $490"
17177,Win,491,"Result: Win, Money: $491"
17178,Win,492,"Result: Win, Money: $492"
17179,Loss,491,"Result: Loss, Money: $491"
17180,Win,493,"Result: Win, Money: $493"
17181,Win,494,"Result: Win, Money: $494"
17182,Loss,492,"Result: Loss, Money: $492"
17183,Win,493,"Result: Win, Money: $493"
17184,Win,494,"Result: Win, Money: $494"
17185,Loss,493,"Result: Loss, Money: $493"
17186,Push,493,"Result: Push, Money: $493"
17187,Win,495,"Result: Win, Money: $495"
17188,Win,496,"Result: Win, Money: $496"
17189,Win,497,"Result: Win, Money: $497"
17190,Win,498,"Result: Win, Money: $498"
17191,Loss,497,"Result: Loss, Money: $497"
17192,Loss,496,"Result: Loss, Money: $496"
17193,Win,497,"Result: Win, Money: $497"
17194,Win,498,"Result: Win, Money: $498"
17195,Loss,497,"Result: Loss, Money: $497"
17196,Loss,496,"Result: Loss, Money: $496"
17197,Push,496,"Result: Push, Money: $496"
17198,Loss,495,"Result: Loss, Money: $495"
17199,Win,496,"Result: Win, Money: $496"
17200,Loss,495,"Result: Loss, Money: $495"
17201,Loss,494,"Result: Loss, Money: $494"
17202,Win,495,"Result: Win, Money: $495"
17203,Win,496,"Result: Win, Money: $496"
17204,Win,497,"Result: Win, Money: $497"
17205,Loss,496,"Result: Loss, Money: $496"
17206,Win,497,"Result: Win, Money: $497"
17207,Win,498,"Result: Win, Money: $498"
17208,Loss,497,"Result: Loss, Money: $497"
17209,Loss,496,"Result: Loss, Money: $496"
17210,Loss,495,"Result: Loss, Money: $495"
17211,Loss,493,"Result: Loss, Money: $493"
17212,Push,493,"Result: Push, Money: $493"
17213,Loss,492,"Result: Loss, Money: $492"
17214,Win,493,"Result: Win, Money: $493"
17215,Loss,492,"Result: Loss, Money: $492"
17216,Win,494,"Result: Win, Money: $494"
17217,Win,495,"Result: Win, Money: $495"
17218,Loss,494,"Result: Loss, Money: $494"
17219,Win,495,"Result: Win, Money: $495"
17220,Win,497,"Result: Win, Money: $497"
17221,Loss,496,"Result: Loss, Money: $496"
17222,Loss,495,"Result: Loss, Money: $495"
17223,Loss,494,"Result: Loss, Money: $494"
17224,Loss,493,"Result: Loss, Money: $493"
17225,Loss,492,"Result: Loss, Money: $492"
17226,Loss,491,"Result: Loss, Money: $491"
17227,Loss,490,"Result: Loss, Money: $490"
17228,Loss,489,"Result: Loss, Money: $489"
17229,Win,490,"Result: Win, Money: $490"
17230,Loss,489,"Result: Loss, Money: $489"
17231,Loss,488,"Result: Loss, Money: $488"
17232,Win,490,"Result: Win, Money: $490"
17233,Loss,489,"Result: Loss, Money: $489"
17234,Win,490,"Result: Win, Money: $490"
17235,Push,490,"Result: Push, Money: $490"
17236,Win,492,"Result: Win, Money: $492"
17237,Loss,491,"Result: Loss, Money: $491"
17238,Win,492,"Result: Win, Money: $492"
17239,Push,492,"Result: Push, Money: $492"
17240,Win,493,"Result: Win, Money: $493"
17241,Win,494,"Result: Win, Money: $494"
17242,Push,494,"Result: Push, Money: $494"
17243,Win,495,"Result: Win, Money: $495"
17244,Loss,494,"Result: Loss, Money: $494"
17245,Loss,492,"Result: Loss, Money: $492"
17246,Loss,491,"Result: Loss, Money: $491"
17247,Loss,490,"Result: Loss, Money: $490"
17248,Win,492,"Result: Win, Money: $492"
17249,Loss,491,"Result: Loss, Money: $491"
17250,Loss,490,"Result: Loss, Money: $490"
17251,Win,491,"Result: Win, Money: $491"
17252,Loss,490,"Result: Loss, Money: $490"
17253,Loss,489,"Result: Loss, Money: $489"
17254,Win,490,"Result: Win, Money: $490"
17255,Push,490,"Result: Push, Money: $490"
17256,Win,491,"Result: Win, Money: $491"
17257,Push,491,"Result: Push, Money: $491"
17258,Loss,490,"Result: Loss, Money: $490"
17259,Loss,488,"Result: Loss, Money: $488"
17260,Win,490,"Result: Win, Money: $490"
17261,Loss,489,"Result: Loss, Money: $489"
17262,Win,490,"Result: Win, Money: $490"
17263,Loss,489,"Result: Loss, Money: $489"
17264,Loss,488,"Result: Loss, Money: $488"
17265,Win,489,"Result: Win, Money: $489"
17266,Loss,488,"Result: Loss, Money: $488"
17267,Push,488,"Result: Push, Money: $488"
17268,Loss,487,"Result: Loss, Money: $487"
17269,Loss,485,"Result: Loss, Money: $485"
17270,Win,486,"Result: Win, Money: $486"
17271,Loss,485,"Result: Loss, Money: $485"
17272,Win,486,"Result: Win, Money: $486"
17273,Loss,485,"Result: Loss, Money: $485"
17274,Loss,484,"Result: Loss, Money: $484"
17275,Win,485,"Result: Win, Money: $485"
17276,Win,486,"Result: Win, Money: $486"
17277,Loss,485,"Result: Loss, Money: $485"
17278,Loss,484,"Result: Loss, Money: $484"
17279,Win,485,"Result: Win, Money: $485"
17280,Win,487,"Result: Win, Money: $487"
17281,Loss,486,"Result: Loss, Money: $486"
17282,Loss,485,"Result: Loss, Money: $485"
17283,Win,486,"Result: Win, Money: $486"
17284,Win,487,"Result: Win, Money: $487"
17285,Loss,486,"Result: Loss, Money: $486"
17286,Loss,485,"Result: Loss, Money: $485"
17287,Loss,484,"Result: Loss, Money: $484"
17288,Push,484,"Result: Push, Money: $484"
17289,Loss,483,"Result: Loss, Money: $483"
17290,Loss,482,"Result: Loss, Money: $482"
17291,Loss,480,"Result: Loss, Money: $480"
17292,Loss,479,"Result: Loss, Money: $479"
17293,Loss,478,"Result: Loss, Money: $478"
17294,Push,478,"Result: Push, Money: $478"
17295,Win,479,"Result: Win, Money: $479"
17296,Push,479,"Result: Push, Money: $479"
17297,Loss,478,"Result: Loss, Money: $478"
17298,Loss,476,"Result: Loss, Money: $476"
17299,Loss,475,"Result: Loss, Money: $475"
17300,Win,477,"Result: Win, Money: $477"
17301,Win,479,"Result: Win, Money: $479"
17302,Win,480,"Result: Win, Money: $480"
17303,Win,481,"Result: Win, Money: $481"
17304,Loss,480,"Result: Loss, Money: $480"
17305,Win,481,"Result: Win, Money: $481"
17306,Loss,480,"Result: Loss, Money: $480"
17307,Loss,478,"Result: Loss, Money: $478"
17308,Win,479,"Result: Win, Money: $479"
17309,Win,481,"Result: Win, Money: $481"
17310,Loss,480,"Result: Loss, Money: $480"
17311,Win,481,"Result: Win, Money: $481"
17312,Win,482,"Result: Win, Money: $482"
17313,Win,483,"Result: Win, Money: $483"
17314,Win,484,"Result: Win, Money: $484"
17315,Loss,483,"Result: Loss, Money: $483"
17316,Loss,482,"Result: Loss, Money: $482"
17317,Loss,481,"Result: Loss, Money: $481"
17318,Win,482,"Result: Win, Money: $482"
17319,Loss,481,"Result: Loss, Money: $481"
17320,Win,482,"Result: Win, Money: $482"
17321,Loss,481,"Result: Loss, Money: $481"
17322,Win,482,"Result: Win, Money: $482"
17323,Win,483,"Result: Win, Money: $483"
17324,Loss,482,"Result: Loss, Money: $482"
17325,Loss,481,"Result: Loss, Money: $481"
17326,Loss,480,"Result: Loss, Money: $480"
17327,Win,481,"Result: Win, Money: $481"
17328,Push,481,"Result: Push, Money: $481"
17329,Win,482,"Result: Win, Money: $482"
17330,Loss,481,"Result: Loss, Money: $481"
17331,Loss,480,"Result: Loss, Money: $480"
17332,Loss,479,"Result: Loss, Money: $479"
17333,Win,481,"Result: Win, Money: $481"
17334,Loss,480,"Result: Loss, Money: $480"
17335,Loss,479,"Result: Loss, Money: $479"
17336,Loss,478,"Result: Loss, Money: $478"
17337,Win,479,"Result: Win, Money: $479"
17338,Push,479,"Result: Push, Money: $479"
17339,Loss,478,"Result: Loss, Money: $478"
17340,Loss,477,"Result: Loss, Money: $477"
17341,Loss,476,"Result: Loss, Money: $476"
17342,Loss,475,"Result: Loss, Money: $475"
17343,Win,476,"Result: Win, Money: $476"
17344,Loss,475,"Result: Loss, Money: $475"
17345,Win,476,"Result: Win, Money: $476"
17346,Loss,475,"Result: Loss, Money: $475"
17347,Win,476,"Result: Win, Money: $476"
17348,Win,477,"Result: Win, Money: $477"
17349,Win,478,"Result: Win, Money: $478"
17350,Win,479,"Result: Win, Money: $479"
17351,Win,480,"Result: Win, Money: $480"
17352,Loss,479,"Result: Loss, Money: $479"
17353,Win,480,"Result: Win, Money: $480"
17354,Loss,479,"Result: Loss, Money: $479"
17355,Win,480,"Result: Win, Money: $480"
17356,Win,481,"Result: Win, Money: $481"
17357,Push,481,"Result: Push, Money: $481"
17358,Win,482,"Result: Win, Money: $482"
17359,Loss,481,"Result: Loss, Money: $481"
17360,Loss,480,"Result: Loss, Money: $480"
17361,Loss,479,"Result: Loss, Money: $479"
17362,Push,479,"Result: Push, Money: $479"
17363,Win,480,"Result: Win, Money: $480"
17364,Win,482,"Result: Win, Money: $482"
17365,Loss,481,"Result: Loss, Money: $481"
17366,Loss,480,"Result: Loss, Money: $480"
17367,Push,480,"Result: Push, Money: $480"
17368,Win,481,"Result: Win, Money: $481"
17369,Win,482,"Result: Win, Money: $482"
17370,Loss,481,"Result: Loss, Money: $481"
17371,Loss,480,"Result: Loss, Money: $480"
17372,Win,481,"Result: Win, Money: $481"
17373,Loss,480,"Result: Loss, Money: $480"
17374,Win,481,"Result: Win, Money: $481"
17375,Win,482,"Result: Win, Money: $482"
17376,Loss,481,"Result: Loss, Money: $481"
17377,Loss,480,"Result: Loss, Money: $480"
17378,Loss,479,"Result: Loss, Money: $479"
17379,Win,480,"Result: Win, Money: $480"
17380,Loss,479,"Result: Loss, Money: $479"
17381,Push,479,"Result: Push, Money: $479"
17382,Win,480,"Result: Win, Money: $480"
17383,Win,481,"Result: Win, Money: $481"
17384,Win,482,"Result: Win, Money: $482"
17385,Loss,481,"Result: Loss, Money: $481"
17386,Push,481,"Result: Push, Money: $481"
17387,Win,482,"Result: Win, Money: $482"
17388,Win,483,"Result: Win, Money: $483"
17389,Loss,482,"Result: Loss, Money: $482"
17390,Loss,481,"Result: Loss, Money: $481"
17391,Win,482,"Result: Win, Money: $482"
17392,Loss,480,"Result: Loss, Money: $480"
17393,Loss,479,"Result: Loss, Money: $479"
17394,Loss,478,"Result: Loss, Money: $478"
17395,Loss,477,"Result: Loss, Money: $477"
17396,Loss,476,"Result: Loss, Money: $476"
17397,Loss,475,"Result: Loss, Money: $475"
17398,Loss,474,"Result: Loss, Money: $474"
17399,Win,475,"Result: Win, Money: $475"
17400,Win,476,"Result: Win, Money: $476"
17401,Loss,475,"Result: Loss, Money: $475"
17402,Loss,473,"Result: Loss, Money: $473"
17403,Win,474,"Result: Win, Money: $474"
17404,Push,474,"Result: Push, Money: $474"
17405,Loss,473,"Result: Loss, Money: $473"
17406,Loss,472,"Result: Loss, Money: $472"
17407,Loss,471,"Result: Loss, Money: $471"
17408,Push,471,"Result: Push, Money: $471"
17409,Loss,470,"Result: Loss, Money: $470"
17410,Push,470,"Result: Push, Money: $470"
17411,Win,471,"Result: Win, Money: $471"
17412,Loss,470,"Result: Loss, Money: $470"
17413,Loss,469,"Result: Loss, Money: $469"
17414,Loss,468,"Result: Loss, Money: $468"
17415,Win,469,"Result: Win, Money: $469"
17416,Loss,468,"Result: Loss, Money: $468"
17417,Loss,467,"Result: Loss, Money: $467"
17418,Win,468,"Result: Win, Money: $468"
17419,Loss,467,"Result: Loss, Money: $467"
17420,Win,468,"Result: Win, Money: $468"
17421,Win,470,"Result: Win, Money: $470"
17422,Loss,469,"Result: Loss, Money: $469"
17423,Loss,468,"Result: Loss, Money: $468"
17424,Push,468,"Result: Push, Money: $468"
17425,Win,469,"Result: Win, Money: $469"
17426,Loss,468,"Result: Loss, Money: $468"
17427,Push,468,"Result: Push, Money: $468"
17428,Win,469,"Result: Win, Money: $469"
17429,Loss,468,"Result: Loss, Money: $468"
17430,Loss,467,"Result: Loss, Money: $467"
17431,Win,468,"Result: Win, Money: $468"
17432,Win,469,"Result: Win, Money: $469"
17433,Win,470,"Result: Win, Money: $470"
17434,Loss,469,"Result: Loss, Money: $469"
17435,Win,470,"Result: Win, Money: $470"
17436,Loss,469,"Result: Loss, Money: $469"
17437,Loss,468,"Result: Loss, Money: $468"
17438,Win,469,"Result: Win, Money: $469"
17439,Win,470,"Result: Win, Money: $470"
17440,Loss,469,"Result: Loss, Money: $469"
17441,Win,470,"Result: Win, Money: $470"
17442,Loss,469,"Result: Loss, Money: $469"
17443,Push,469,"Result: Push, Money: $469"
17444,Win,470,"Result: Win, Money: $470"
17445,Win,471,"Result: Win, Money: $471"
17446,Win,472,"Result: Win, Money: $472"
17447,Win,473,"Result: Win, Money: $473"
17448,Win,474,"Result: Win, Money: $474"
17449,Win,475,"Result: Win, Money: $475"
